ISBN,goodreads_id,title,image,goodreads_link,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_link,author_no_of_books,author_followers,original_title,book_format,published,language,setting,all_contributors,number_of_editions,currently_reading,to_read,all_genres
9789953717005,29871262,الموت للحياة,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/29871262,,19 ratings,3 reviews,4.37,11 (57%),5 (26%),2 (10%),1 (5%),0 (0%),غادة صديق رسول,https://www.goodreads.com/author/show/4831331._,8 ,43 followers,الموت للحياة,ebook,ektab,,,غادة صديق رسول,Show all 2 editions,7 people are currently reading,54 people want to read,
9789770933664,28429783,اسطنبول الذكريات والمدينة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451735386i/28429783.jpg,https://www.goodreads.com/book/show/28429783,"First published January 1, 2003","18,808 ratings","1,862 reviews",3.81,"5,079 (27%)","7,157 (38%)","4,855 (25%)","1,359 (7%)",358 (1%),Orhan Pamuk,https://www.goodreads.com/author/show/1728.Orhan_Pamuk,125 ,"9,143 followers",İstanbul: Hatıralar ve Şehir,"367 pages, Paperback","December 1, 2015 by دار الشروق",Arabic,Istanbul (Turkey),"Orhan Pamuk,أورهان باموق,عبد القادر عبد اللي (Translator)",Show all 175 editions,"2,195 people are currently reading",21.8k people want to read,"Nonfiction,Travel,Memoir,Biography,History,Turkish,Turkish Literature"
9789933536428,43562698-mawt-said,Mawt Said الموت السعيد,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547482425i/43562698.jpg,https://www.goodreads.com/book/show/43562698-mawt-said,"First published January 1, 1971","15,159 ratings","1,156 reviews",3.81,"3,941 (25%)","5,796 (38%)","4,180 (27%)","1,014 (6%)",228 (1%),Albert Camus,https://www.goodreads.com/author/show/957894.Albert_Camus,724 ,26.1k followers,La mort heureuse,"152 pages, Paperback",Dar Ninawa,,,Albert Camus,Show all 149 editions,"1,015 people are currently reading",23.5k people want to read,"Fiction,Philosophy,Classics,France,Literature,French Literature,Novels"
9789938886672,25816976,نبوءة السقا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1672593571i/25816976.jpg,https://www.goodreads.com/book/show/25816976,"First published June 15, 2015",180 ratings,61 reviews,3.63,39 (21%),58 (32%),65 (36%),14 (7%),4 (2%),حامد الناظر,https://www.goodreads.com/author/show/8080278._,4 ,134 followers,نبوءة السقا,"253 pages, Paperback","June 15, 2015 by دار التنوير للطباعة والنشر",Arabic,,حامد الناظر,Show all editions,14 people are currently reading,433 people want to read,
9789948027072,32792455,زائرات الخميس,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1477558667i/32792455.jpg,https://www.goodreads.com/book/show/32792455,"First published January 1, 2017",619 ratings,30 reviews,2.96,163 (26%),91 (14%),99 (15%),92 (14%),174 (28%),بدرية البشر,https://www.goodreads.com/author/show/1061323._,13 ,481 followers,,"220 pages, Paperback","January 1, 2017 by مجموعة كلمات - دار روايات",Arabic,,بدرية البشر,Show all 3 editions,277 people are currently reading,"2,995 people want to read",
9789953713205,48617863,أغنية الفصول,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1572315713i/48617863.jpg,https://www.goodreads.com/book/show/48617863,"First published July 1, 2008",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),عادل صوما,https://www.goodreads.com/author/show/6995216._,4 ,,أغنية الفصول,"256 pages, Paperback","July 1, 2008 by دار الفارابي",Arabic,,عادل صوما,Show all editions,,,
9789777781640,43622018,الأرقم,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547981292i/43622018.jpg,https://www.goodreads.com/book/show/43622018,"First published January 1, 2019",203 ratings,57 reviews,4.09,102 (50%),55 (27%),22 (10%),11 (5%),13 (6%),محمد صاوي,https://www.goodreads.com/author/show/17789904._,9 ,172 followers,الأرقم,"331 pages, Paperback","January 1, 2019 by دار ن للنشر والتوزيع",Arabic,,محمد صاوي,Show all editions,23 people are currently reading,338 people want to read,
9786144290477,16010063,رصيف الطهارة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347734564i/16010063.jpg,https://www.goodreads.com/book/show/16010063,"First published April 6, 2012",10 ratings,2 reviews,3.6,3 (30%),4 (40%),0 (0%),2 (20%),1 (10%),أميرة محارب,https://www.goodreads.com/author/show/6527813._,,,رصيف الطهارة,"112 pages, Paperback","April 6, 2012 by دار مدارك للنشر",Arabic,,أميرة محارب,Show all editions,,14 people want to read,
9789953687889,28535560,مرتفعات وذرينغ,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1452716536i/28535560.jpg,https://www.goodreads.com/book/show/28535560,"First published December 1, 1847","1,658,918 ratings","52,510 reviews",3.88,"608,232 (36%)","511,536 (30%)","341,808 (20%)","128,501 (7%)","68,841 (4%)",Emily Brontë,https://www.goodreads.com/author/show/4191.Emily_Bront_,941 ,10.5k followers,,,,,,"Emily Brontë,إميلي برونتي,ايلليس بيل",,,,"Classics,Fiction,Romance,Gothic,Historical Fiction,Literature,19th Century"
9789953650067,42777801,الحد من الضغط النفسي القائم على الوعي الكلي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1542198771i/42777801.jpg,https://www.goodreads.com/book/show/42777801,"First published January 1, 2017",6 ratings,1 review,2.83,1 (16%),1 (16%),2 (33%),0 (0%),2 (33%),"بترا مايبرت, ليندا ليرهوبت",https://www.goodreads.com/author/show/18616091._,,,Mindfulness-Based Stress Reduction: The MBSR Program for Enhancing Health and Vitality,"288 pages, Paperback","January 1, 2018 by دار الخيال",Arabic,,"بترا مايبرت, ليندا ليرهوبت",Show all editions,5 people are currently reading,21 people want to read,
9789953874340,13409777,تلامس,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1326229533i/13409777.jpg,https://www.goodreads.com/book/show/13409777,"First published January 1, 2008",21 ratings,9 reviews,3.0,2 (9%),5 (23%),6 (28%),7 (33%),1 (4%),لنا عبد الرحمن,https://www.goodreads.com/author/show/4825351._,15 ,20 followers,تلامس,"157 pages, Paperback","January 1, 2008 by الدار العربية للعلوم",Arabic,,لنا عبد الرحمن,Show all 5 editions,1 person is currently reading,36 people want to read,
9789753153447,7601825,عودة الفرسان,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1263774238i/7601825.jpg,https://www.goodreads.com/book/show/7601825,"First published January 1, 2009",513 ratings,104 reviews,4.16,229 (44%),179 (34%),74 (14%),19 (3%),12 (2%),فريد الأنصاري,https://www.goodreads.com/author/show/3109019._,37 ,"2,001 followers",عودة الفرسان,"336 pages, Paperback","January 1, 2009 by دار النيل للطباعة والنشر ",Arabic,,فريد الأنصاري,Show all editions,61 people are currently reading,"1,952 people want to read",Novels
9953213674,6378997,على ضفاف بابل,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1268227754i/6378997.jpg,https://www.goodreads.com/book/show/6378997,"First published January 1, 2008",34 ratings,6 reviews,3.35,7 (20%),12 (35%),4 (11%),8 (23%),3 (8%),خالد القشطيني,https://www.goodreads.com/author/show/2890838._,14 ,20 followers,على ضفاف بابل,"232 pages, Paperback","January 1, 2008 by دار الكوكب",Arabic,,خالد القشطيني,Show all 3 editions,6 people are currently reading,60 people want to read,
9786140102873,71657957,وأشرقت الشمس من الغرب,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/71657957,"First published January 1, 2013",2 ratings,0 reviews,3.5,0 (0%),1 (50%),1 (50%),0 (0%),0 (0%),منذر البديري,https://www.goodreads.com/author/show/5448058._,3 ,,,,,,,منذر البديري,,,,
9789776376205,13456251,فانيلا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328621071i/13456251.jpg,https://www.goodreads.com/book/show/13456251,"First published January 1, 2011",202 ratings,25 reviews,3.83,83 (41%),47 (23%),40 (19%),18 (8%),14 (6%),ضحى صلاح,https://www.goodreads.com/author/show/5626490._,14 ,359 followers,,"159 pages, Paperback","January 1, 2012 by دار كيان للنشر والتوزيع",Arabic,,ضحى صلاح,Show all editions,4 people are currently reading,819 people want to read,Short Stories
9789776467378,27860641,مشارف الخمسين: موجز عن حياة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1447944908i/27860641.jpg,https://www.goodreads.com/book/show/27860641,"First published November 19, 2015",118 ratings,38 reviews,3.22,11 (9%),33 (27%),52 (44%),15 (12%),7 (5%),إبراهيم عيسى,https://www.goodreads.com/author/show/1340291._,42 ,"2,220 followers",,"166 pages, Paperback","November 19, 2015",Arabic,,إبراهيم عيسى,Show all editions,7 people are currently reading,192 people want to read,
9789921703115,50158736,عازف الموت,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1577713886i/50158736.jpg,https://www.goodreads.com/book/show/50158736,"Published January 1, 2019",16 ratings,4 reviews,3.13,3 (18%),2 (12%),7 (43%),2 (12%),2 (12%),محمد العلي,https://www.goodreads.com/author/show/7499984._,11 ,19 followers,,"197 pages, Hardcover","January 1, 2019 by دار سما",Arabic,,محمد العلي,Show all editions,1 person is currently reading,9 people want to read,
9789778350500,60025254,ابن عزيز,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1641264937i/60025254.jpg,https://www.goodreads.com/book/show/60025254,"First published January 1, 2018",1 rating,0 reviews,5.0,1 (100%),0 (0%),0 (0%),0 (0%),0 (0%),هاني أبو طالب,https://www.goodreads.com/author/show/22120904._,,,ابن عزيز,"317 pages, Paperback","January 1, 2018 by دار زحمة كتاب للنشر والتوزيع",Arabic,,هاني أبو طالب,Show all editions,,,
9789953890524,95559646,بحيرة وراء الريح,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/95559646,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),يحيى يخلف,https://www.goodreads.com/author/show/3417530._,22 ,77 followers,,"277 pages, Paperback",دار الآداب,Arabic,,يحيى يخلف,Show all editions,,,
9789948446248,21464499,أشهر من شهريار,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394877996i/21464499.jpg,https://www.goodreads.com/book/show/21464499,"First published January 1, 2012",2 ratings,0 reviews,3.0,1 (50%),0 (0%),0 (0%),0 (0%),1 (50%),هاشم شفيق,https://www.goodreads.com/author/show/4124015._,16 ,12 followers,,"190 pages, Paperback","January 1, 2012 by تقافة للنشر والتوزيع",Arabic,,هاشم شفيق,Show all editions,,1 person wants to read,
9786030199808,28191783,شغفها حبا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1450082068i/28191783.jpg,https://www.goodreads.com/book/show/28191783,"First published January 1, 2015","2,733 ratings",311 reviews,3.58,905 (33%),610 (22%),634 (23%),337 (12%),247 (9%),محمد السالم,https://www.goodreads.com/author/show/6859221._,11 ,"4,752 followers",,Paperback,"January 1, 2015",Arabic,,محمد السالم,Show all 2 editions,445 people are currently reading,"5,760 people want to read","Novels,Romance"
9789933182748,36848829,يسلم الوطن,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1512354888i/36848829.jpg,https://www.goodreads.com/book/show/36848829,"First published January 1, 1968",265 ratings,36 reviews,3.69,62 (23%),96 (36%),78 (29%),22 (8%),7 (2%),Aziz Nesin,https://www.goodreads.com/author/show/46243.Aziz_Nesin,364 ,913 followers,Vatan Sağolsun,"100 pages, Paperback","January 1, 2012 by دار علاء الدين",Arabic,,"Aziz Nesin,عزيز نيسين,جمال دورمش (Translator)",Show all 6 editions,2 people are currently reading,149 people want to read,"Short Stories,Turkish,Literature,Humor"
9789776541603,40718442,قواعد جارتين,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531813962i/40718442.jpg,https://www.goodreads.com/book/show/40718442,"Published January 1, 2018","12,743 ratings","1,372 reviews",4.06,"5,128 (40%)","4,436 (34%)","2,259 (17%)",617 (4%),303 (2%),عمرو عبدالحميد,https://www.goodreads.com/author/show/4475150._,7 ,"6,806 followers",,"319 pages, Paperback","January 1, 2018 by عصير الكتب",Arabic,,عمرو عبدالحميد,Show all 5 editions,656 people are currently reading,"9,569 people want to read","Fantasy,Novels,Fiction,Audiobook,Dystopia,Romance,Suspense"
9786144320471,29871913,سقوط,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/29871913,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),عوض مبارك,https://www.goodreads.com/author/show/13562273._,2 ,3 followers,,ebook,ektab,,,عوض مبارك,Show all editions,,5 people want to read,
9789776445567,56637721,ومضات,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1610403642i/56637721.jpg,https://www.goodreads.com/book/show/56637721,"First published January 1, 2016",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),عائشة الحارثي,https://www.goodreads.com/author/show/17558787._,15 ,10 followers,ومضات,"196 pages, Paperback","January 1, 2016 by دار الكتب",Arabic,,عائشة الحارثي,Show all editions,,,
9789953719450,30235918,فرسان الرمال,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463687981i/30235918.jpg,https://www.goodreads.com/book/show/30235918,"First published November 1, 1937","22,795 ratings","1,073 reviews",4.34,"12,231 (53%)","7,182 (31%)","2,547 (11%)",590 (2%),245 (1%),Jorge Amado,https://www.goodreads.com/author/show/52683.Jorge_Amado,138 ,"1,270 followers",Capitães da Areia,"304 pages, Paperback","January 1, 2016 by دار الفارابي",Arabic,"Salvador, Bahia (Brazil)","Jorge Amado,جورجي أمادو,محمد عيتاني (ترجمة)",Show all 94 editions,644 people are currently reading,11.5k people want to read,"Classics,Fiction,Brazil,Romance,Portuguese Literature,Literature,Latin American"
9771443763,18369861,ترجمان الملك,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377317346i/18369861.jpg,https://www.goodreads.com/book/show/18369861,"First published January 1, 2013",199 ratings,38 reviews,3.94,75 (37%),67 (33%),35 (17%),14 (7%),8 (4%),عمر فضل الله,https://www.goodreads.com/author/show/7124803._,11 ,68 followers,,"284 pages, Paperback","May 17, 2013 by دار نهضة مصر",Arabic,,عمر فضل الله,Show all 3 editions,19 people are currently reading,434 people want to read,
